,aspd,attack_max,attack_min,base_exp,def_left,def_right,elem_air,elem_angin,elem_api,elem_ghost,elem_holy,elem_netral,elem_racun,elem_shadow,elem_tanah,elem_undead,element,hp,job_exp,level,mdef_left,mdef_right,move_speed,mvp_exp,name,param_100_hit,param_95_flee,param_agi,param_dex,param_int,param_luk,param_str,param_vit,race,range_attack,range_chase,range_sight,size,url
97,1000.0,2,1,0,100,1,100,90,150,100,100,100,125,100,25,100,Tanah 1,10,0,1,99,1,0.5,0,Red Plant (1078/Red Plant/RED_PLANT),201,236,0,0,0,0,0,0,Plant,1,7,12,Kecil,https://db.idrowiki.org/klasik/monster/1078-RED_PLANT
98,1000.0,2,1,0,100,1,100,90,150,100,100,100,125,100,25,100,Tanah 1,10,0,1,99,1,0.5,0,White Plant (1082/White Plant/WHITE_PLANT),201,236,0,0,0,0,0,0,Plant,1,7,12,Kecil,https://db.idrowiki.org/klasik/monster/1082-WHITE_PLANT
99,1000.0,2,1,0,100,1,100,90,150,100,100,100,125,100,25,100,Tanah 1,10,0,1,99,1,0.5,0,Yellow Plant (1081/Yellow Plant/YELLOW_PLANT),201,236,0,0,0,0,0,0,Plant,1,7,12,Kecil,https://db.idrowiki.org/klasik/monster/1081-YELLOW_PLANT
100,0.65,429,367,806,117,58,100,100,100,75,100,100,0,25,100,25,Racun 2,2179,407,31,59,86,5.0,0,Kobold (1134/Kobold/KOBOLD_2),296,345,61,79,48,20,96,55,Demi-Human,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1134-KOBOLD_2
101,1000.0,2,1,0,100,1,100,90,150,100,100,100,125,100,25,100,Tanah 1,10,0,1,99,1,0.5,0,Green Plant (1080/Green Plant/GREEN_PLANT),201,236,0,0,0,0,0,0,Plant,1,7,12,Kecil,https://db.idrowiki.org/klasik/monster/1080-GREEN_PLANT
102,0.81,424,360,644,109,60,175,100,0,75,100,100,125,100,80,75,Api 2,2179,407,31,48,80,3.33,0,Kobold (1135/Kobold/KOBOLD_3),299,333,64,67,42,20,103,59,Demi-Human,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1135-KOBOLD_3
103,0.65,62,316,4582500,1,46,100,100,100,75,100,100,0,25,100,25,Racun 2,10,4582500,31,1,58,5.0,0,Kobold (1136/Kobold/KOBOLD_4),266,321,31,55,20,20,1,31,Demi-Human,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1136-KOBOLD_4
104,0.81,33,223,4582500,1,46,175,100,0,75,100,100,125,100,80,75,Api 2,10,4582500,31,1,58,3.33,0,Kobold (1137/Kobold/KOBOLD_5),266,354,31,88,20,20,1,31,Demi-Human,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1137-KOBOLD_5
105,0.95,256,91,393,51,36,25,175,90,100,100,100,100,100,100,100,Air 1,3195,248,26,8,82,5.0,0,Magnolia (1138/Magnolia/MAGNOLIA),268,289,25,28,50,85,49,21,Demon,1,10,12,Kecil,https://db.idrowiki.org/klasik/monster/1138-MAGNOLIA
106,0.65,292,180,1238,66,50,150,100,25,100,100,100,125,100,90,100,Api 1,4214,752,40,43,90,3.33,0,Marduk (1140/Marduk/MARDUK),294,341,49,66,40,25,66,21,Demi-Human,1,10,12,Besar,https://db.idrowiki.org/klasik/monster/1140-MARDUK
107,0.65,209,178,393,90,38,100,90,150,100,100,100,125,100,25,100,Tanah 1,2472,248,26,0,37,5.0,0,Mantis (1139/Mantis/MANTIS),262,303,33,42,5,15,55,24,Insect,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1139-MANTIS
108,0.83,2,1,461,41,45,0,175,80,75,100,100,75,100,100,75,Air 2,3518,284,28,28,60,1.25,0,Marine Sphere (1142/Marine Sphere/MARINE_SPHERE),245,289,16,26,25,5,10,35,Plant,1,10,12,Kecil,https://db.idrowiki.org/klasik/monster/1142-MARINE_SPHERE
109,0.44,98,73,218,20,30,0,175,80,75,100,100,75,100,100,75,Air 2,2087,140,21,19,48,2.5,0,Marina (1141/Marina/MARINA),251,285,27,29,22,15,24,18,Plant,1,10,12,Kecil,https://db.idrowiki.org/klasik/monster/1141-MARINA
110,0.68,88,70,134,58,32,100,80,175,75,100,100,125,100,0,75,Tanah 2,1109,86,18,19,37,3.33,0,Martin (1145/Martin/MARTIN),249,283,29,30,15,10,25,28,Beast,1,10,12,Kecil,https://db.idrowiki.org/klasik/monster/1145-MARTIN
111,0.51,105,85,586,38,43,0,175,80,75,100,100,75,100,100,75,Air 2,5034,370,31,18,48,3.33,0,Marse (1144/Marse/MARSE),250,299,17,33,10,10,33,25,Fish,1,10,12,Kecil,https://db.idrowiki.org/klasik/monster/1144-MARSE
112,0.58,590,477,6876,87,111,100,100,100,50,100,100,100,100,100,100,Netral 2,16408,4697,79,66,177,5.56,0,Medusa (1148/Medusa/MEDUSA),350,383,68,69,79,15,99,65,Demon,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1148-MEDUSA
113,2.31,170,144,967,63,41,100,100,100,75,125,100,50,0,100,0,Darkness 1,2585,407,31,5,55,6.67,0,Matyr (1146/Matyr/MATYR),253,309,20,43,17,10,48,21,Beast,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1146-MATYR
114,0.68,392,202,1078,35,55,100,100,100,175,100,0,50,100,100,100,Ghost 3,3222,1276,41,24,156,3.33,0,Marionette (1143/Marionette/MARIONETTE),324,348,79,72,105,20,52,28,Demon,1,10,12,Kecil,https://db.idrowiki.org/klasik/monster/1143-MARIONETTE
115,0.74,271,235,2750,100,70,175,100,0,75,100,100,125,100,80,75,Api 2,7431,1379,52,10,108,5.0,0,Minorous (1149/Minorous/MINOROUS),299,342,42,55,43,25,65,36,Beast,1,10,12,Besar,https://db.idrowiki.org/klasik/monster/1149-MINOROUS
116,1.16,820,555,42900,183,119,100,60,200,25,75,100,75,75,-50,25,Tanah 4,169000,17875,81,50,203,10.0,21450,Maya (1147/Maya/MAYA),368,408,72,92,102,76,88,76,Insect,1,10,12,Besar,https://db.idrowiki.org/klasik/monster/1147-MAYA
117,0.78,3280,2029,27500,154,113,200,100,-25,50,100,100,100,100,70,50,Api 3,120000,14300,67,81,165,6.67,13750,Moonlight Flower (1150/Moonlight Flower/MOONLIGHT),393,433,102,131,82,120,86,93,Demon,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1150-MOONLIGHT
118,0.63,116,96,1391,61,48,100,100,100,100,100,100,0,50,100,50,Racun 1,3745,688,38,10,57,5.0,0,Myst (1151/Myst/MYST),277,314,37,41,10,10,35,20,Formless,1,10,12,Besar,https://db.idrowiki.org/klasik/monster/1151-MYST
119,0.41,358,292,1677,99,63,100,90,150,100,100,100,125,100,25,100,Tanah 1,6881,1034,44,49,92,4.0,0,Petite (1155/Petite/PETIT),280,333,32,54,37,20,55,38,Dragon,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1155-PETIT
120,1.02,438,398,4087,93,77,175,100,0,75,100,100,125,100,80,75,Api 2,8289,2135,61,35,96,6.06,0,Pasana (1154/Pasana/PASANA),298,363,36,67,20,5,76,33,Demi-Human,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1154-PASANA
121,0.53,316,280,1758,86,60,90,25,100,100,100,100,125,100,150,100,Angin 1,5747,1075,45,42,111,5.0,0,Petite (1156/Petite/PETIT_),301,352,39,72,55,85,63,31,Dragon,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1156-PETIT_
122,0.41,140,115,315,82,40,100,100,125,100,150,100,-25,-25,100,0,Undead 1,2278,194,28,10,40,5.0,0,Orc Skeleton (1152/Orc Skeleton/ORC_SKELETON),245,285,16,22,5,5,52,24,Undead,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1152-ORC_SKELETON
123,0.35,124,109,196,71,40,100,100,125,100,150,100,-25,-25,100,0,Undead 1,1568,120,24,5,35,2.5,0,Orc Zombie (1153/Orc Zombie/ORC_ZOMBIE),242,311,17,52,5,5,45,32,Undead,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1153-ORC_ZOMBIE
124,0.41,152,132,835,63,50,100,100,125,100,150,100,-25,-25,100,0,Undead 1,5272,517,38,10,57,4.0,0,Verit (1032/Verit/VERIT),243,278,4,5,10,5,51,25,Undead,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1032-VERIT
125,1.15,3258,1476,114990,124,141,50,50,50,25,175,100,0,-50,50,0,Darkness 3,445997,41899,93,269,258,8.0,57495,Pharaoh (1157/Pharaoh/PHARAOH),415,472,102,144,142,102,98,96,Demi-Human,1,10,12,Besar,https://db.idrowiki.org/klasik/monster/1157-PHARAOH
126,0.73,94,80,163,45,32,175,100,0,75,100,100,125,100,80,75,Api 2,693,101,20,0,25,5.0,0,Elder Willow (1033/Elder Willow/ELDER_WILOW),234,284,14,29,0,0,10,25,Plant,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1033-ELDER_WILOW
127,0.39,127,97,357,44,43,0,175,80,75,100,100,75,100,100,75,Air 2,3347,226,26,11,47,6.67,0,Phen (1158/Phen/PHEN),244,286,15,25,15,15,54,35,Fish,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1158-PHEN
128,0.5,103,73,219,37,27,0,175,80,75,100,100,75,100,100,75,Air 2,2152,138,22,17,45,5.0,0,Thara Frog (1034/Thara Frog/THARA_FROG),232,287,10,30,18,2,25,10,Fish,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1034-THARA_FROG
129,0.63,331,301,1996,101,60,100,100,100,100,100,100,0,50,100,50,Racun 1,4929,993,43,12,73,5.0,0,Side Winder (1037/Side Winder/SIDE_WINDER),278,344,32,66,20,15,52,35,Beast,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1037-SIDE_WINDER
130,1.48,140,120,1517,46,53,80,0,100,75,100,100,125,100,175,75,Angin 2,5242,952,42,20,77,6.67,0,Hunter Fly (1035/Hunter Fly/HUNTER_FLY),317,356,72,79,25,15,32,22,Insect,1,10,12,Kecil,https://db.idrowiki.org/klasik/monster/1035-HUNTER_FLY
131,0.41,245,216,1088,78,49,100,100,150,125,175,100,-50,-50,100,0,Undead 2,5418,622,40,5,61,4.0,0,Ghoul (1036/Ghoul/GHOUL),254,302,12,27,11,10,56,19,Undead,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1036-GHOUL
132,1.3,4148,2864,107250,279,96,50,50,50,25,175,100,0,-50,50,0,Darkness 3,668000,37895,81,45,186,10.0,53625,Baphomet (1039/Baphomet/BAPHOMET),423,471,125,155,85,85,120,30,Demon,2,10,12,Besar,https://db.idrowiki.org/klasik/monster/1039-BAPHOMET
133,0.93,2483,1580,71500,172,121,150,100,200,175,200,100,-100,-100,50,0,Undead 4,415400,28600,78,164,228,10.0,35750,Osiris (1038/Osiris/OSIRIS),390,458,99,145,131,67,97,86,Undead,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1038-OSIRIS
134,0.62,223,198,465,190,58,100,100,100,0,100,100,100,100,100,100,Netral 3,3900,94,25,12,36,3.33,0,Golem (1040/Golem/GOLEM),253,291,27,31,5,5,70,67,Formless,1,10,12,Besar,https://db.idrowiki.org/klasik/monster/1040-GOLEM
135,0.56,192,171,800,95,44,100,100,150,125,175,100,-50,-50,100,0,Undead 2,5176,602,37,3,47,3.33,0,Mummy (1041/Mummy/MUMMY),241,334,4,62,1,0,54,14,Undead,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1041-MUMMY
136,0.93,112,77,109,57,27,90,25,100,100,100,100,125,100,150,100,Angin 1,530,71,17,20,31,6.67,0,Steel Chonchon (1042/Steel Chonchon/STEEL_CHONCHON),281,308,62,56,10,10,30,20,Insect,1,10,12,Kecil,https://db.idrowiki.org/klasik/monster/1042-STEEL_CHONCHON
137,0.53,147,102,644,48,41,0,175,80,75,100,100,75,100,100,75,Air 2,3952,407,31,26,78,5.0,0,Obeaune (1044/Obeaune/OBEAUNE),283,302,47,36,40,25,54,21,Fish,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1044-OBEAUNE
138,1.43,2,1,8,64,29,100,100,100,75,125,100,50,0,100,0,Darkness 1,48,4,4,10,5,1.0,0,Thief Bug Egg (1048/Thief Bug Egg/THIEF_BUG_EGG),208,242,1,3,0,15,10,50,Insect,0,10,12,Kecil,https://db.idrowiki.org/klasik/monster/1048-THIEF_BUG_EGG
139,1.0,1,1,4,16,14,100,100,100,0,100,100,100,100,100,100,Netral 3,420,4,3,5,11,1.0,0,Peco Peco Egg (1047/Peco Peco Egg/PECOPECO_EGG),214,248,10,10,8,5,4,22,Formless,0,10,12,Kecil,https://db.idrowiki.org/klasik/monster/1047-PECOPECO_EGG
140,2.08,2815,1639,51480,246,124,50,50,50,25,175,100,0,-50,50,0,Darkness 3,249000,10725,72,86,157,10.0,25740,Doppelganger (1046/Doppelganger/DOPPELGANGER),408,476,122,169,67,72,122,105,Demon,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1046-DOPPELGANGER
141,0.79,163,138,988,55,47,0,175,80,75,100,100,75,100,100,75,Air 2,6900,625,36,24,60,6.67,0,Marc (1045/Marc/MARC),264,319,24,48,15,20,50,22,Fish,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1045-MARC
142,1.01,19,18,4,21,8,150,100,25,100,100,100,125,100,90,100,Api 1,80,3,3,3,3,5.0,0,Picky (1049/Picky/PICKY),212,248,9,10,0,3,14,10,Beast,1,10,12,Kecil,https://db.idrowiki.org/klasik/monster/1049-PICKY
143,1.01,38,18,5,48,8,150,100,25,100,100,100,125,100,90,100,Api 1,83,4,4,10,10,5.0,0,Picky (1050/Picky/PICKY_),212,248,8,9,5,3,15,8,Beast,1,10,12,Kecil,https://db.idrowiki.org/klasik/monster/1050-PICKY_
144,0.78,61,56,17,24,11,100,100,100,0,100,100,100,100,100,100,Netral 3,126,5,6,3,7,6.67,0,Thief Bug (1051/Thief Bug/THIEF_BUG),214,253,7,12,0,5,19,10,Insect,1,10,12,Kecil,https://db.idrowiki.org/klasik/monster/1051-THIEF_BUG
145,0.54,24,19,20,16,13,100,90,150,100,100,100,125,100,25,100,Tanah 1,198,16,9,3,21,5.0,0,Rocker (1052/Rocker/ROCKER),228,261,18,17,10,5,12,8,Insect,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1052-ROCKER
146,1.01,67,46,223,40,30,100,100,100,75,125,100,50,0,100,0,Darkness 1,583,93,19,20,28,3.33,0,Thief Bug Male (1054/Thief Bug Male/THIEF_BUG__),258,285,37,31,5,13,17,22,Insect,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1054-THIEF_BUG__
147,0.51,75,66,273,28,31,100,90,150,100,100,100,125,100,25,100,Tanah 1,610,120,17,0,26,3.33,0,Muka (1055/Muka/MUKA),227,295,9,43,5,5,18,28,Plant,1,10,12,Besar,https://db.idrowiki.org/klasik/monster/1055-MUKA
148,0.95,74,63,280,40,38,100,90,150,100,100,100,125,100,25,100,Tanah 1,879,111,21,0,46,5.0,0,Yoyo (1057/Yoyo/YOYO),234,275,11,19,20,10,20,34,Beast,1,10,12,Kecil,https://db.idrowiki.org/klasik/monster/1057-YOYO
149,1000.0,2,1,0,100,1,100,90,150,100,100,100,125,100,25,100,Tanah 1,15,0,1,99,1,0.5,0,Black Mushroom (1084/Black Mushroom/BLACK_MUSHROOM),201,236,0,0,0,0,0,0,Plant,1,7,12,Kecil,https://db.idrowiki.org/klasik/monster/1084-BLACK_MUSHROOM
150,0.63,81,70,134,26,26,100,90,150,100,100,100,125,100,25,100,Tanah 1,641,86,18,0,27,5.0,0,Smokie (1056/Smokie/SMOKIE),253,280,34,27,5,5,16,16,Beast,1,10,12,Kecil,https://db.idrowiki.org/klasik/monster/1056-SMOKIE
151,1.01,58,42,35,28,21,100,100,100,75,125,100,50,0,100,0,Darkness 1,170,18,10,7,22,5.0,0,Thief Bug Female (1053/Thief Bug Female/THIEF_BUG_),222,269,10,24,10,10,12,23,Insect,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1053-THIEF_BUG_
152,1.3,1750,907,14300,159,104,175,100,0,75,100,100,125,100,80,75,Api 2,126000,7150,64,81,142,10.0,7150,Golden Thief Bug (1086/Golden Thief Bug/GOLDEN_BUG),356,426,77,127,62,76,71,80,Insect,1,10,12,Besar,https://db.idrowiki.org/klasik/monster/1086-GOLDEN_BUG
153,0.6,1103,662,58630,197,130,100,80,175,75,100,100,125,100,0,75,Tanah 2,585700,32890,77,70,167,6.67,29315,Orc Hero (1087/Orc Hero/ORK_HERO),367,456,82,144,71,43,97,107,Demi-Human,1,10,12,Besar,https://db.idrowiki.org/klasik/monster/1087-ORK_HERO
154,0.93,82,71,110,77,31,100,90,150,100,100,100,125,100,25,100,Tanah 1,3016,88,18,26,52,5.0,0,Vocal (1088/Vocal/VOCAL),252,306,26,53,30,40,77,26,Insect,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1088-VOCAL
155,1000.0,2,1,0,100,1,100,90,150,100,100,100,125,100,25,100,Tanah 1,15,0,1,99,1,0.5,0,Red Mushroom (1085/Red Mushroom/RED_MUSHROOM),201,236,0,0,0,0,0,0,Plant,1,7,12,Kecil,https://db.idrowiki.org/klasik/monster/1085-RED_MUSHROOM
156,0.95,445,399,247,102,51,100,90,150,100,100,100,125,100,25,100,Tanah 1,12240,176,24,51,59,6.67,0,Vagabond Wolf (1092/Vagabond Wolf/VAGABOND_WOLF),290,349,63,90,29,15,72,55,Beast,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1092-VAGABOND_WOLF
157,0.93,120,80,30,48,22,25,175,90,100,100,100,100,100,100,100,Air 1,2415,10,2,31,14,3.33,0,Mastering (1090/Mastering/MASTERING),235,266,21,29,12,60,35,41,Plant,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1090-MASTERING
158,0.93,135,102,88,57,23,90,25,100,100,100,100,125,100,150,100,Angin 1,2400,44,8,28,25,10.0,0,Dragon Fly (1091/Dragon Fly/DRAGON_FLY),255,287,44,44,15,15,37,30,Insect,1,10,12,Kecil,https://db.idrowiki.org/klasik/monster/1091-DRAGON_FLY
159,0.49,37,26,57,28,18,25,175,90,100,100,100,100,100,100,100,Air 1,495,38,13,0,26,2.5,0,Ambernite (1094/Ambernite/AMBERNITE),234,269,20,21,10,5,16,11,Insect,1,10,12,Besar,https://db.idrowiki.org/klasik/monster/1094-AMBERNITE
160,0.69,80,60,60,50,23,100,100,100,0,100,100,100,100,100,100,Netral 3,1800,55,6,20,24,5.0,0,Eclipse (1093/Eclipse/ECLIPSE),245,268,28,27,17,55,20,35,Beast,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1093-ECLIPSE
161,0.81,89,70,100,24,23,25,175,90,100,100,100,100,100,100,100,Air 1,5065,50,10,6,22,5.0,0,Toad (1089/Toad/TOAD),230,269,19,24,10,5,32,27,Fish,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1089-TOAD
162,0.93,500,355,163,72,36,0,0,0,0,-100,100,0,200,0,175,Holy 4,55000,144,20,238,130,5.0,0,Angeling (1096/Angeling/ANGELING),310,322,50,67,105,200,58,33,Angel,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1096-ANGELING
163,0.56,342,292,1797,88,61,100,100,100,100,100,100,0,50,100,50,Racun 1,4382,849,41,32,81,3.33,0,Argiope (1099/Argiope/ARGIOPE),270,296,23,20,30,30,60,40,Insect,1,10,12,Besar,https://db.idrowiki.org/klasik/monster/1099-ARGIOPE
164,0.78,72,51,109,55,37,100,90,150,100,100,100,125,100,25,100,Tanah 1,688,71,17,16,31,3.33,0,Andre (1095/Andre/ANDRE),239,276,20,24,10,10,11,40,Insect,1,10,12,Kecil,https://db.idrowiki.org/klasik/monster/1095-ANDRE
165,1.15,219,186,2706,70,68,100,100,100,75,125,100,50,0,100,0,Darkness 1,8578,1480,50,25,79,10.0,0,Baphomet Jr. (1101/Baphomet Jr./BAPHOMET_),315,337,60,52,17,25,52,36,Demon,1,10,12,Kecil,https://db.idrowiki.org/klasik/monster/1101-BAPHOMET_
166,0.54,82,71,120,37,32,100,90,150,100,100,100,125,100,25,100,Tanah 1,817,78,17,0,41,6.67,0,Coco (1104/Coco/COCO),232,290,13,38,20,10,22,30,Beast,1,10,12,Kecil,https://db.idrowiki.org/klasik/monster/1104-COCO
167,0.62,76,67,264,39,30,100,90,150,100,100,100,125,100,25,100,Tanah 1,1424,162,23,0,38,5.0,0,Caramel (1103/Caramel/CARAMEL),234,290,10,32,10,5,19,15,Beast,1,10,12,Kecil,https://db.idrowiki.org/klasik/monster/1103-CARAMEL
168,0.78,61,45,135,52,34,100,90,150,100,100,100,125,100,25,100,Tanah 1,760,85,19,16,33,6.67,0,Deniro (1105/Deniro/DENIRO),238,277,16,23,10,15,15,30,Insect,1,10,12,Kecil,https://db.idrowiki.org/klasik/monster/1105-DENIRO
169,0.68,129,96,388,58,37,100,100,100,100,100,100,0,50,100,50,Racun 1,1117,188,25,8,36,3.33,0,Argos (1100/Argos/ARGOS),245,286,17,26,5,15,38,25,Insect,1,10,12,Besar,https://db.idrowiki.org/klasik/monster/1100-ARGOS
170,0.89,579,520,427,114,58,150,100,25,100,100,100,125,100,90,100,Api 1,1716,266,27,47,94,5.0,0,Desert Wolf (1106/Desert Wolf/DESERT_WOLF),304,344,69,82,61,42,93,63,Beast,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1106-DESERT_WOLF
171,1.0,2,1,5,68,36,100,100,100,0,100,100,100,100,100,100,Netral 3,420,4,4,45,10,1.0,0,Ant Egg (1097/Ant Egg/ANT_EGG),211,249,1,10,5,30,5,65,Formless,0,10,12,Kecil,https://db.idrowiki.org/klasik/monster/1097-ANT_EGG
172,0.66,325,229,2503,61,64,100,100,100,75,125,100,50,0,100,0,Darkness 1,5415,1034,44,89,132,10.0,0,Bathory (1102/Bathory/BATHORY),292,335,38,56,77,50,66,40,Demi-Human,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1102-BATHORY
173,0.8,695,480,28000,103,95,100,100,150,125,175,100,-50,-50,100,0,Undead 2,38000,22000,75,48,221,6.67,0,Anubis (1098/Anubis/ANUBIS),353,399,67,89,128,55,88,40,Demi-Human,1,10,12,Besar,https://db.idrowiki.org/klasik/monster/1098-ANUBIS
174,0.62,41,33,20,13,13,150,100,25,100,100,100,125,100,90,100,Api 1,164,16,9,0,16,3.33,0,Baby Desert Wolf (1107/Baby Desert Wolf/DESERT_WOLF_B),222,261,12,17,5,7,10,8,Beast,1,10,12,Kecil,https://db.idrowiki.org/klasik/monster/1107-DESERT_WOLF_B
175,0.6,189,160,9988,51,63,-50,200,60,25,75,100,25,75,100,25,Air 4,20090,7207,47,16,83,2.5,0,Deviace (1108/Deviace/DEVIACE),276,327,26,45,25,15,57,32,Fish,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1108-DEVIACE
176,1.2,333,292,2870,85,74,100,100,100,100,100,100,0,50,100,50,Racun 1,7256,2200,57,32,106,2.5,0,Penomena (1216/Penomena/PENOMENA),297,381,38,89,35,10,76,35,Fish,7,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1216-PENOMENA
177,0.67,1002,810,8469,102,113,25,25,25,0,200,100,-25,-100,25,0,Darkness 4,36140,6268,79,50,168,3.33,0,Abysmal Knight (1219/Abysmal Knight/KNIGHT_OF_ABYSS),341,411,55,97,70,37,121,68,Demi-Human,1,10,12,Besar,https://db.idrowiki.org/klasik/monster/1219-KNIGHT_OF_ABYSS
178,0.89,313,254,388,114,58,150,100,25,100,100,100,125,100,90,100,Api 1,1716,242,27,47,94,5.0,0,Desert Wolf (1220/Desert Wolf/M_DESERT_WOLF),304,344,69,82,61,42,93,63,Beast,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1220-M_DESERT_WOLF
179,0.51,177,146,357,16,53,100,80,175,75,100,100,125,100,0,75,Tanah 2,2092,226,26,5,42,6.67,0,Savage (1221/Savage/M_SAVAGE),254,298,26,37,10,10,1,54,Beast,1,10,12,Besar,https://db.idrowiki.org/klasik/monster/1221-M_SAVAGE
180,0.6,11,8,3,0,4,100,90,150,100,100,100,125,100,25,100,Tanah 1,63,2,2,0,2,2.5,0,Fabre (1229/Fabre/META_FABRE),205,244,2,7,0,5,1,4,Insect,1,10,12,Kecil,https://db.idrowiki.org/klasik/monster/1229-META_FABRE
181,0.82,64,53,96,0,24,90,25,100,100,100,100,125,100,150,100,Angin 1,595,64,16,30,35,5.0,0,Creamy (1231/Creamy/META_CREAMY),267,267,40,16,15,55,1,16,Insect,1,10,12,Kecil,https://db.idrowiki.org/klasik/monster/1231-META_CREAMY
182,1.0,2,1,2,32,2,100,90,150,100,100,100,125,100,25,100,Tanah 1,427,4,2,20,2,1.0,0,Pupa (1230/Pupa/META_PUPA),207,238,1,1,0,20,1,1,Insect,0,10,12,Kecil,https://db.idrowiki.org/klasik/monster/1230-META_PUPA
183,0.95,82,71,135,0,34,100,90,150,100,100,100,125,100,25,100,Tanah 1,879,85,19,0,58,5.0,0,Yoyo (1234/Yoyo/PROVOKE_YOYO),254,286,24,32,35,55,1,30,Beast,1,10,12,Kecil,https://db.idrowiki.org/klasik/monster/1234-PROVOKE_YOYO
184,1.0,2,1,4,32,3,100,100,100,0,100,100,100,100,100,100,Netral 3,420,4,3,20,3,1.0,0,Peco Peco Egg (1232/Peco Peco Egg/META_PECOPECO_EGG),208,239,1,1,0,20,1,1,Formless,0,10,12,Kecil,https://db.idrowiki.org/klasik/monster/1232-META_PECOPECO_EGG
185,1.0,2,1,5,32,4,100,100,100,0,100,100,100,100,100,100,Netral 3,420,4,4,20,5,1.0,0,Ant Egg (1236/Ant Egg/META_ANT_EGG),209,240,1,1,0,20,1,1,Formless,0,10,12,Kecil,https://db.idrowiki.org/klasik/monster/1236-META_ANT_EGG
186,0.54,136,114,261,16,48,100,90,150,100,100,100,125,100,25,100,Tanah 1,1400,160,24,20,50,5.0,0,Smoking Orc (1235/Smoking Orc/SMOKING_ORC),248,293,24,34,20,0,1,48,Demi-Human,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1235-SMOKING_ORC
187,0.78,71,60,109,16,29,100,90,150,100,100,100,125,100,25,100,Tanah 1,688,71,17,0,41,3.33,0,Andre (1237/Andre/META_ANDRE),238,278,17,26,20,20,1,24,Insect,1,10,12,Kecil,https://db.idrowiki.org/klasik/monster/1237-META_ANDRE
188,0.78,79,68,135,24,34,100,90,150,100,100,100,125,100,25,100,Tanah 1,760,85,19,0,43,6.67,0,Deniro (1239/Deniro/META_DENIRO),240,297,19,43,20,10,1,30,Insect,1,10,12,Kecil,https://db.idrowiki.org/klasik/monster/1239-META_DENIRO
189,0.78,75,64,122,24,31,100,90,150,100,100,100,125,100,25,100,Tanah 1,733,78,18,0,42,5.0,0,Piere (1238/Piere/META_PIERE),239,280,18,27,20,15,1,26,Insect,1,10,12,Kecil,https://db.idrowiki.org/klasik/monster/1238-META_PIERE
190,1.01,11,8,5,32,5,150,100,25,100,100,100,125,100,90,100,Api 1,83,4,4,0,5,5.0,0,Picky (1241/Picky/META_PICKY_),211,250,3,11,0,20,1,3,Beast,1,10,12,Kecil,https://db.idrowiki.org/klasik/monster/1241-META_PICKY_
191,1.01,12,9,4,0,4,150,100,25,100,100,100,125,100,90,100,Api 1,80,3,3,0,3,5.0,0,Picky (1240/Picky/META_PICKY),212,248,3,10,0,30,1,3,Beast,1,10,12,Kecil,https://db.idrowiki.org/klasik/monster/1240-META_PICKY
